algo,run,env_step,town,terminate_reason,episode_len,episode_reward,mean_abs_lane_offset_road,junction_steps,ghi_chu
PPO,ppo_v4,10240,Town03,off_lane,221,53.39125044786121,0.5699713857040499,51,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,10240,Town03,off_lane,152,3.609847926033468,0.8452066808806588,108,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,11264,Town03,time_limit,500,134.72808446592651,0.2959053179169689,356,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,11264,Town03,time_limit,500,-138.77321440571367,1.071917133792327,274,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,12288,Town03,off_lane,365,119.8818240580785,0.4574499134992755,104,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,12288,Town03,off_lane,400,57.91404520198785,0.7007531653722766,177,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,12288,Town03,collision,487,124.54566326958341,0.40657402158773376,218,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,12288,Town03,collision,55,-42.13692434519083,0.10240163900185999,27,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,13312,Town03,time_limit,500,194.4464388458107,0.4325359985837709,199,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,13312,Town03,off_lane,143,44.65766689760602,0.47087951724953037,30,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,13312,Town03,off_lane,184,64.48624567657706,0.7556326742403118,84,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,14336,Town03,collision,393,150.01385108019548,0.31942862909967956,129,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,14336,Town03,off_lane,79,7.634198982532804,0.725846371786426,12,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,14336,Town03,off_lane,153,48.55308804982291,0.46442367991159655,47,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,14336,Town03,off_lane,117,7.6956620528036055,0.8804317724689446,58,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,14336,Town03,off_lane,107,22.24435988429901,0.9008831879650118,36,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,14336,Town04,collision,90,-76.42071888295226,0.6068584998927635,0,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,14336,Town04,off_lane,172,49.202389587308,0.8103243690330452,46,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,15360,Town04,off_lane,323,94.62753350684828,0.5694798196850586,30,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,15360,Town04,collision,361,-37.83466374440106,0.10189093664281892,36,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,15360,Town04,collision,172,-35.28821182717436,0.5831011083344022,5,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,15360,Town04,collision,106,-26.559360650513568,0.2060612858128922,20,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,15360,Town04,off_lane,137,55.120171207855954,0.9343443971173866,75,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,16384,Town04,time_limit,500,-11.846836315110718,0.2386629821757214,77,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,16384,Town04,off_lane,266,85.60991104203185,0.6316687118246502,58,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,17408,Town04,time_limit,500,193.52683656955782,0.4867737798522092,0,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,17408,Town04,collision,209,-18.687321070853336,0.7112733546175412,24,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,17408,Town04,off_lane,409,117.20312203674678,0.8088386037194124,93,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,18432,Town04,time_limit,500,234.2541263296185,0.517946284486109,126,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,18432,Town04,collision,394,71.94993113526112,0.26937707308242353,113,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,19456,Town04,time_limit,500,226.57154644871318,0.492065287708868,83,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,19456,Town04,collision,324,57.87281067319324,0.5621841683002927,61,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,19456,Town04,collision,119,-39.88159352095473,0.5378211782358745,0,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,19456,Town04,collision,207,41.89332359079371,0.3957006484076041,68,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,19456,Town04,collision,137,-36.68386515856896,0.5912405339759659,23,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,20480,Town04,collision,424,95.59141999661126,0.6191233720751621,88,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,20480,Town04,collision,203,43.02873253252784,0.316431976819496,47,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,20480,Town04,collision,312,55.95785642482424,0.5819869952046056,61,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,21504,Town04,time_limit,500,182.2183873914503,0.26129040988487423,65,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,21504,Town04,collision,201,-8.398864523649294,0.260681171148712,126,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,21504,Town04,collision,488,202.77071895824133,0.41876970011924125,82,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,22528,Town01,collision,104,-34.24180361024946,0.21568779946316116,15,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,22528,Town01,collision,65,-72.42047619246543,1.7123905312590961,11,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,22528,Town01,collision,156,-27.39800453272715,0.18685113777984208,19,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,22528,Town01,collision,467,28.674428592126503,0.2896782286705543,41,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,23552,Town01,time_limit,500,188.3312540491969,0.3008485420232607,178,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,23552,Town01,collision,164,-56.148900867867425,0.19439222664174857,25,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,23552,Town01,collision,41,-58.86447383776099,0.27025762412211624,12,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,23552,Town01,collision,132,-14.310804499991022,0.5903047306484197,36,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,23552,Town01,collision,72,-38.14031654449659,0.20644747003610747,14,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,23552,Town01,collision,198,5.874050384908514,0.2194142554089412,14,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,24576,Town01,collision,313,-56.802135421397395,0.20934022604657085,59,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,24576,Town01,collision,126,-21.69221453025353,0.396387901276802,16,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,24576,Town01,collision,225,-22.527263093061975,0.18701966816872678,144,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,24576,Town01,time_limit,500,326.29584054617965,0.3142431855243879,50,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,25600,Town01,collision,192,-1.760536186185746,0.220094860469569,31,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,25600,Town01,off_lane,138,1.1644753324645913,0.9131781076444965,19,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,25600,Town01,collision,139,10.611776286381883,0.30070837194746597,12,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,25600,Town01,collision,423,61.471350756866954,0.25001254874233925,74,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,26624,Town01,time_limit,500,199.91919394677345,0.277849459247935,18,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,26624,Town01,collision,153,-7.956431565156166,0.21857212020118508,15,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,26624,Town01,collision,226,-72.76511100054677,0.5841668753529797,14,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,27648,Town01,collision,374,-28.08491021327854,0.3906326037952314,34,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,27648,Town01,time_limit,500,45.15041320489239,0.1368882976227776,189,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,27648,Town01,collision,90,-31.590614297240947,0.2661113960076592,0,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,28672,Town01,time_limit,500,193.8279817789756,0.2829807503917477,33,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,28672,Town02,time_limit,500,123.7043884034632,0.32489826513868864,42,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,28672,Town02,collision,73,-36.70406240381438,0.287483388956541,10,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,28672,Town02,collision,207,-56.94673666699384,0.41546529416717765,27,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,29696,Town02,collision,177,-15.830392045674138,0.32143224844809354,13,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,29696,Town02,collision,134,-56.90231653744276,0.4786589223443128,0,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,29696,Town02,collision,76,-32.23660644126482,0.35965243375041006,21,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,29696,Town02,time_limit,500,288.671600170431,0.2233716933319805,116,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,29696,Town02,collision,244,-19.611104437556037,0.14340028852910855,35,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,30720,Town02,collision,45,-74.77313112346283,0.532358696801747,0,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,30720,Town02,time_limit,500,307.1592782469589,0.1881278113291979,50,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,30720,Town02,collision,78,-39.17916290344785,0.3216819198669989,12,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,30720,Town02,collision,59,-63.07236263567504,0.38790572911118043,0,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,31744,Town02,time_limit,500,228.20866888864467,0.15673321751131633,31,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,31744,Town02,time_limit,500,143.23547481254178,0.2532450644305469,46,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,31744,Town02,collision,145,12.164908990379516,0.24887042624698824,13,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,32768,Town02,collision,375,53.65610117187411,0.3307396640427046,19,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,32768,Town02,time_limit,500,189.85570483512083,0.1487524525536857,15,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,33792,Town02,time_limit,500,206.44192681732426,0.2178982376045544,29,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,33792,Town02,time_limit,500,82.6605889649134,0.2506235570490277,60,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,33792,Town02,collision,177,-17.502119540257524,0.3070511119685429,0,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,33792,Town02,collision,180,-82.28715396767574,0.23660049251839715,10,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,34816,Town02,time_limit,500,218.00368442391633,0.2357947249398499,29,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,34816,Town02,collision,392,-21.908476472961084,0.33022566024427374,26,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,35840,Town02,time_limit,500,220.00946722012202,0.2197302612014093,27,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,35840,Town02,collision,166,34.780563255856904,0.22042838507246287,18,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,35840,Town03,off_lane,313,143.2670216476821,0.3725000423899826,69,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,36864,Town03,time_limit,500,196.32464629589214,0.21654442891085754,311,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,36864,Town03,collision,126,-33.66912386118926,0.48828952699241934,37,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,36864,Town03,off_lane,132,48.87819779917373,0.6376185131482586,51,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,36864,Town03,off_lane,414,186.45902379726152,0.2749162377113807,127,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,37888,Town03,off_lane,140,-7.084925302264897,0.48907923505227924,33,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,37888,Town03,off_lane,61,1.892268957206054,1.0958819716894648,33,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,37888,Town03,off_lane,345,50.71277794275881,0.18420387203998453,43,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,37888,Town03,collision,73,-30.783340307983835,0.09221006585909136,57,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,37888,Town03,collision,132,-13.722456424180876,2.2798506266476926,63,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,37888,Town03,off_lane,175,87.50222898167414,0.44016981480595835,57,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,37888,Town03,off_lane,103,17.51144269110874,0.6273746367510069,15,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,38912,Town03,time_limit,500,272.133402899728,0.18503087024056064,154,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,38912,Town03,off_lane,415,179.23415615758006,0.32487077301364264,93,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,39936,Town03,off_lane,245,122.3771961117215,0.3686963541773615,37,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,39936,Town03,off_lane,430,136.31515677849347,0.3840635896123791,245,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,39936,Town03,off_lane,80,5.994615223130864,0.7555666258562276,26,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,39936,Town03,off_lane,81,13.919337762419644,0.7264029070060617,31,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,39936,Town03,off_lane,349,52.08067705340843,0.28127415986225196,50,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,40960,Town03,off_lane,464,116.87317775575956,0.20546016113499213,101,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,40960,Town03,collision,342,80.88151144600016,0.18971159043312705,82,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,41984,Town03,time_limit,500,-134.5590247973516,0.5793385431082927,64,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,41984,Town03,off_lane,135,5.605931222165659,0.8499776020266214,92,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,41984,Town03,off_lane,386,160.25959320830052,0.27069845980196683,104,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,41984,Town03,off_lane,132,46.504077792721816,0.5170924463668081,43,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,43008,Town04,off_lane,128,45.14347180962022,0.5687139452451899,35,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,43008,Town04,time_limit,500,338.65025815561455,0.27526388831787585,143,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,43008,Town04,time_limit,500,228.34259930660644,0.432696678505593,64,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,44032,Town04,time_limit,500,342.0332237749319,0.11791940722305724,0,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,44032,Town04,collision,149,-14.281338161679834,0.3868383081431524,0,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,44032,Town04,collision,119,-21.692910295674835,0.15826143144745553,54,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,45056,Town04,time_limit,500,258.1531704310364,0.41545744490708675,63,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,45056,Town04,collision,427,67.05879558842791,0.1882407618951751,205,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,45056,Town04,collision,263,67.72027221667726,0.3222838865630563,25,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,46080,Town04,collision,378,-32.28387893946251,0.8049285676224849,120,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,46080,Town04,collision,316,138.71840118338952,0.1917792873576513,116,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,47104,Town04,collision,473,-50.69495239784572,0.10691647086856923,74,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,47104,Town04,collision,178,-2.466607206750936,0.48295365720997724,50,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,47104,Town04,collision,499,246.4843283688896,0.18499526760901422,77,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,47104,Town04,collision,264,91.179112138155,0.31311674069810086,92,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,48128,Town04,time_limit,500,331.68369413356874,0.2914091374498781,143,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,48128,Town04,collision,138,-1.647272138653932,0.3449309853017448,63,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,48128,Town04,collision,178,48.41323276376525,0.20809909977292895,74,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,49152,Town04,collision,403,66.48476856829438,0.1403952775917461,105,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,49152,Town04,time_limit,500,314.9872710145081,0.2791219173640371,139,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,50176,Town04,time_limit,500,309.7189405995826,0.2802589568629676,65,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,50176,Town04,time_limit,500,317.79973516609107,0.3374407949623176,149,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,51200,Town04,time_limit,500,299.59637841012704,0.32471052066000045,65,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,51200,Town04,time_limit,500,-43.21426524657733,0.18861593000531204,42,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,52224,Town04,time_limit,500,80.37182656190852,0.22189813242186796,195,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,52224,Town01,time_limit,500,185.7220157264611,0.2566263535993299,55,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,52224,Town01,collision,229,61.54222651015215,0.4040134164238715,25,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,53248,Town01,time_limit,500,341.5260531495702,0.29013021194363087,28,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,53248,Town01,collision,176,38.86010280734931,0.26296452259735426,0,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,53248,Town01,time_limit,500,208.46554525425157,0.2751916001753003,149,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,54272,Town01,time_limit,500,348.95851544099924,0.22089306478429857,27,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,54272,Town01,collision,401,119.01111001364852,0.22602214579116417,92,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,55296,Town01,collision,204,43.76795883471608,0.22322237736148332,0,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,55296,Town01,time_limit,500,246.29748566098348,0.16161127544496864,17,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,55296,Town01,collision,199,-33.38388195420332,0.2914552773275863,12,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,55296,Town01,collision,108,-12.193378116271646,0.19930096307349923,10,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,56320,Town01,collision,196,46.880068884084366,0.23335898397546442,12,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,56320,Town01,collision,202,57.61665456825983,0.14716932199564872,15,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,56320,Town01,collision,316,49.72420565924554,0.26837965601738256,20,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,56320,Town01,collision,304,21.3688063091449,0.12543178542987182,14,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,56320,Town01,collision,38,-60.13673169185817,0.2643612766115301,10,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,57344,Town01,collision,310,108.84229323048955,0.14936882067300875,43,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,57344,Town01,time_limit,500,101.50289471807116,0.2019644674612323,49,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,58368,Town01,time_limit,500,183.3170503753374,0.3000934748506741,68,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,58368,Town01,time_limit,500,165.18555637068243,0.18105887713386387,34,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,58368,Town01,collision,187,-29.07489824200372,0.12152934370228596,11,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,59392,Town01,collision,235,-37.782513966841975,0.15751111838478968,13,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,59392,Town01,collision,228,0.8794186877336614,0.10652701860226735,16,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,59392,Town01,collision,138,-41.48006919619342,0.23788010134182705,20,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,59392,Town01,time_limit,500,303.4784123475298,0.23271625727851988,117,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,60416,Town02,collision,481,35.89632679045312,0.24135383978557137,37,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,60416,Town02,collision,225,16.962017542041323,0.284158299477267,13,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,60416,Town02,collision,291,-13.960634641380658,0.5050783614433151,142,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,61440,Town02,time_limit,500,282.5526287871804,0.22824652406462856,38,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,61440,Town02,time_limit,500,352.2003116257651,0.21857036445175135,51,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,62464,Town02,time_limit,500,309.76597659346334,0.2630625919662657,53,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,62464,Town02,time_limit,500,118.52979746699054,0.3392353765626496,67,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,63488,Town02,time_limit,500,222.00387949956618,0.23194931934315685,45,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,63488,Town02,time_limit,500,227.40035290870227,0.1993369503193729,33,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,63488,Town02,collision,163,-64.73665591697058,0.2951503000292721,14,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,64512,Town02,collision,289,-65.7342493557097,0.30324795447054537,37,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,64512,Town02,collision,163,-71.36769617345028,0.33446792422938304,25,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,64512,Town02,time_limit,500,182.626909828662,0.3942347103683007,51,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,65536,Town02,collision,180,-26.98480716827207,0.14023223632273796,27,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,65536,Town02,collision,210,29.040908461925852,0.5214445739096427,10,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,65536,Town02,time_limit,500,250.83137777705545,0.36381458944394585,71,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,65536,Town02,collision,243,-31.184851120701992,0.18437650015366217,32,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,66560,Town02,collision,498,116.4105547982438,0.3482185285708836,30,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,66560,Town02,time_limit,500,256.80220574268066,0.13007480912186098,43,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,67584,Town02,collision,311,-50.63163562722027,0.21814570426526025,32,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,67584,Town02,collision,145,-76.27132220916032,0.18891498202891835,7,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,67584,Town02,collision,235,46.266578272692186,0.28935877842297797,15,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,68608,Town02,time_limit,500,147.0954329967906,0.15860937003226197,119,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,68608,Town02,time_limit,500,164.81308927953802,0.17198624691388922,15,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,68608,Town02,collision,358,67.37049534543327,0.20572602672557,183,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,69632,Town03,off_lane,346,104.06153090024365,0.3097375446241695,115,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
PPO,ppo_v4,69632,Town03,off_lane,295,56.649625117421465,0.30100829695566556,130,"reward chuan hoa, 4 town — MO HINH DUOC CHON"
