loai,nhan,lan_chay,chuoi,env_step,ham_reward,ban_do,do_dai,reward,lech_lan_m,junction_steps,ket_thuc,va_cham_pct,n,policy_loss,value_loss,entropy,explained_variance,approx_kl,clip_fraction,steps_per_sec,ghi_chu
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,5120,normalized,Town02,97,-47.54569685266643,0.4456429071853676,0,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,5120,normalized,Town02,322,-160.52584821639255,0.9220943137998578,17,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,5120,normalized,Town02,211,17.96268912416781,0.37832932713547707,28,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,5120,normalized,Town02,86,-53.11901184667542,0.6237090205881,20,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,5120,normalized,Town02,60,-70.9803014295578,0.5819087845447257,0,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,5120,normalized,Town02,49,-68.64316827952406,0.430699573656181,0,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,5120,normalized,Town02,80,-56.613640682436646,0.4052787810385645,0,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,6144,normalized,Town02,171,-64.70977228741391,0.462910897441883,24,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,6144,normalized,Town02,136,-37.24043661198824,0.3594681205380069,14,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,6144,normalized,Town02,60,-53.38153368946669,0.27706573173653243,0,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,6144,normalized,Town02,41,-62.15699336210899,0.22287951746516801,0,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,6144,normalized,Town02,180,-94.37348488781657,0.657839612372429,26,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,6144,normalized,Town02,222,-83.77991599370749,0.4564255562065174,13,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,6144,normalized,Town02,186,-7.011211500715021,0.5359358546451974,19,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,6144,normalized,Town02,113,-15.285080660913287,0.16208631829322728,31,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,7168,normalized,Town02,218,-25.93352815810431,0.562518852621462,14,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,7168,normalized,Town02,218,-51.842490309463315,0.31576675211427474,15,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,7168,normalized,Town02,183,-48.63474779182931,0.45055404016135814,123,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,7168,normalized,Town02,207,-75.5328871994967,0.16826385043236472,15,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,8192,normalized,Town02,247,101.59601053828757,0.5828059581766899,14,off_lane,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,8192,normalized,Town02,76,-39.664696536102085,0.3880288976692833,13,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,8192,normalized,Town02,141,-8.268341147677788,0.2681417094638753,54,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,8192,normalized,Town03,64,-38.85791234437691,0.2391532314445854,30,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,8192,normalized,Town03,103,-30.132682813937024,0.30347657587436133,24,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,8192,normalized,Town03,79,-46.36989725395965,1.448922517771492,56,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,8192,normalized,Town03,500,289.2176846366404,0.41225623144609413,192,time_limit,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,9216,normalized,Town03,189,4.597674977720821,1.5439380426435618,162,off_lane,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,9216,normalized,Town03,442,-22.238425107800317,0.5725498729483076,76,off_lane,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,9216,normalized,Town03,193,14.390876217243353,0.9911355718572571,141,off_lane,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,10240,normalized,Town03,500,220.1344696357174,0.514017533262228,91,time_limit,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,10240,normalized,Town03,76,-34.11256181154264,0.3624387396357134,30,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,10240,normalized,Town03,221,53.39125044786121,0.5699713857040499,51,off_lane,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,10240,normalized,Town03,152,3.609847926033468,0.8452066808806588,108,off_lane,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,11264,normalized,Town03,500,134.72808446592651,0.2959053179169689,356,time_limit,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,11264,normalized,Town03,500,-138.77321440571367,1.071917133792327,274,time_limit,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,12288,normalized,Town03,365,119.8818240580785,0.4574499134992755,104,off_lane,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,12288,normalized,Town03,400,57.91404520198785,0.7007531653722766,177,off_lane,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,12288,normalized,Town03,487,124.54566326958341,0.40657402158773376,218,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,12288,normalized,Town03,55,-42.13692434519083,0.10240163900185999,27,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,13312,normalized,Town03,500,194.4464388458107,0.4325359985837709,199,time_limit,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,13312,normalized,Town03,143,44.65766689760602,0.47087951724953037,30,off_lane,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,13312,normalized,Town03,184,64.48624567657706,0.7556326742403118,84,off_lane,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,14336,normalized,Town03,393,150.01385108019548,0.31942862909967956,129,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,14336,normalized,Town03,79,7.634198982532804,0.725846371786426,12,off_lane,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,14336,normalized,Town03,153,48.55308804982291,0.46442367991159655,47,off_lane,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,14336,normalized,Town03,117,7.6956620528036055,0.8804317724689446,58,off_lane,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,14336,normalized,Town03,107,22.24435988429901,0.9008831879650118,36,off_lane,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,14336,normalized,Town04,90,-76.42071888295226,0.6068584998927635,0,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,14336,normalized,Town04,172,49.202389587308,0.8103243690330452,46,off_lane,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,15360,normalized,Town04,323,94.62753350684828,0.5694798196850586,30,off_lane,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,15360,normalized,Town04,361,-37.83466374440106,0.10189093664281892,36,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,15360,normalized,Town04,172,-35.28821182717436,0.5831011083344022,5,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,15360,normalized,Town04,106,-26.559360650513568,0.2060612858128922,20,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,15360,normalized,Town04,137,55.120171207855954,0.9343443971173866,75,off_lane,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,16384,normalized,Town04,500,-11.846836315110718,0.2386629821757214,77,time_limit,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,16384,normalized,Town04,266,85.60991104203185,0.6316687118246502,58,off_lane,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,17408,normalized,Town04,500,193.52683656955782,0.4867737798522092,0,time_limit,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,17408,normalized,Town04,209,-18.687321070853336,0.7112733546175412,24,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,17408,normalized,Town04,409,117.20312203674678,0.8088386037194124,93,off_lane,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,18432,normalized,Town04,500,234.2541263296185,0.517946284486109,126,time_limit,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,18432,normalized,Town04,394,71.94993113526112,0.26937707308242353,113,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,19456,normalized,Town04,500,226.57154644871318,0.492065287708868,83,time_limit,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,19456,normalized,Town04,324,57.87281067319324,0.5621841683002927,61,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,19456,normalized,Town04,119,-39.88159352095473,0.5378211782358745,0,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,19456,normalized,Town04,207,41.89332359079371,0.3957006484076041,68,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,19456,normalized,Town04,137,-36.68386515856896,0.5912405339759659,23,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,20480,normalized,Town04,424,95.59141999661126,0.6191233720751621,88,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,20480,normalized,Town04,203,43.02873253252784,0.316431976819496,47,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,20480,normalized,Town04,312,55.95785642482424,0.5819869952046056,61,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,21504,normalized,Town04,500,182.2183873914503,0.26129040988487423,65,time_limit,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,21504,normalized,Town04,201,-8.398864523649294,0.260681171148712,126,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,21504,normalized,Town04,488,202.77071895824133,0.41876970011924125,82,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,22528,normalized,Town01,104,-34.24180361024946,0.21568779946316116,15,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,22528,normalized,Town01,65,-72.42047619246543,1.7123905312590961,11,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,22528,normalized,Town01,156,-27.39800453272715,0.18685113777984208,19,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,22528,normalized,Town01,467,28.674428592126503,0.2896782286705543,41,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,23552,normalized,Town01,500,188.3312540491969,0.3008485420232607,178,time_limit,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,23552,normalized,Town01,164,-56.148900867867425,0.19439222664174857,25,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,23552,normalized,Town01,41,-58.86447383776099,0.27025762412211624,12,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,23552,normalized,Town01,132,-14.310804499991022,0.5903047306484197,36,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,23552,normalized,Town01,72,-38.14031654449659,0.20644747003610747,14,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,23552,normalized,Town01,198,5.874050384908514,0.2194142554089412,14,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,24576,normalized,Town01,313,-56.802135421397395,0.20934022604657085,59,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,24576,normalized,Town01,126,-21.69221453025353,0.396387901276802,16,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,24576,normalized,Town01,225,-22.527263093061975,0.18701966816872678,144,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,24576,normalized,Town01,500,326.29584054617965,0.3142431855243879,50,time_limit,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,25600,normalized,Town01,192,-1.760536186185746,0.220094860469569,31,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,25600,normalized,Town01,138,1.1644753324645913,0.9131781076444965,19,off_lane,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,25600,normalized,Town01,139,10.611776286381883,0.30070837194746597,12,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,25600,normalized,Town01,423,61.471350756866954,0.25001254874233925,74,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,26624,normalized,Town01,500,199.91919394677345,0.277849459247935,18,time_limit,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,26624,normalized,Town01,153,-7.956431565156166,0.21857212020118508,15,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,26624,normalized,Town01,226,-72.76511100054677,0.5841668753529797,14,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,27648,normalized,Town01,374,-28.08491021327854,0.3906326037952314,34,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,27648,normalized,Town01,500,45.15041320489239,0.1368882976227776,189,time_limit,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,27648,normalized,Town01,90,-31.590614297240947,0.2661113960076592,0,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,28672,normalized,Town01,500,193.8279817789756,0.2829807503917477,33,time_limit,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,28672,normalized,Town02,500,123.7043884034632,0.32489826513868864,42,time_limit,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,28672,normalized,Town02,73,-36.70406240381438,0.287483388956541,10,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,28672,normalized,Town02,207,-56.94673666699384,0.41546529416717765,27,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,29696,normalized,Town02,177,-15.830392045674138,0.32143224844809354,13,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,29696,normalized,Town02,134,-56.90231653744276,0.4786589223443128,0,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,29696,normalized,Town02,76,-32.23660644126482,0.35965243375041006,21,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,29696,normalized,Town02,500,288.671600170431,0.2233716933319805,116,time_limit,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,29696,normalized,Town02,244,-19.611104437556037,0.14340028852910855,35,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,30720,normalized,Town02,45,-74.77313112346283,0.532358696801747,0,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,30720,normalized,Town02,500,307.1592782469589,0.1881278113291979,50,time_limit,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,30720,normalized,Town02,78,-39.17916290344785,0.3216819198669989,12,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,30720,normalized,Town02,59,-63.07236263567504,0.38790572911118043,0,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,31744,normalized,Town02,500,228.20866888864467,0.15673321751131633,31,time_limit,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,31744,normalized,Town02,500,143.23547481254178,0.2532450644305469,46,time_limit,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,31744,normalized,Town02,145,12.164908990379516,0.24887042624698824,13,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,32768,normalized,Town02,375,53.65610117187411,0.3307396640427046,19,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,32768,normalized,Town02,500,189.85570483512083,0.1487524525536857,15,time_limit,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,33792,normalized,Town02,500,206.44192681732426,0.2178982376045544,29,time_limit,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,33792,normalized,Town02,500,82.6605889649134,0.2506235570490277,60,time_limit,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,33792,normalized,Town02,177,-17.502119540257524,0.3070511119685429,0,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,33792,normalized,Town02,180,-82.28715396767574,0.23660049251839715,10,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,34816,normalized,Town02,500,218.00368442391633,0.2357947249398499,29,time_limit,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,34816,normalized,Town02,392,-21.908476472961084,0.33022566024427374,26,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,35840,normalized,Town02,500,220.00946722012202,0.2197302612014093,27,time_limit,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,35840,normalized,Town02,166,34.780563255856904,0.22042838507246287,18,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,35840,normalized,Town03,313,143.2670216476821,0.3725000423899826,69,off_lane,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,36864,normalized,Town03,500,196.32464629589214,0.21654442891085754,311,time_limit,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,36864,normalized,Town03,126,-33.66912386118926,0.48828952699241934,37,collision,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
episode,ppo_v4,ppo_v4,PPO-B reward chuan hoa,36864,normalized,Town03,132,48.87819779917373,0.6376185131482586,51,off_lane,,,,,,,,,,"reward chuan hoa, xoay 4 ban do - MO HINH DUOC CHON"
